epoch,train_loss,val_loss
0,135.15723104286195,13.819127161502838
1,5.55187809252739,2.750741282701492
2,1.7667262582182883,1.2591264677047729
3,1.004894328057766,0.8842522114515304
4,0.7284957529306412,0.6225936743617058
5,0.5769039433002472,0.5245938819646835
6,0.5151303608119487,0.4528717601299286
7,0.4277197960913181,0.4553692144155502
8,0.41725350546836854,0.41345566987991333
9,0.3653246030509472,0.44777044624090195
